column_name,broad_id,name,dose,screen_id,topFeature,feature_type,drug_category,moa_umap,target,disease.area,indication,phase,bimodality_coef,Cor,hub_url,group,BM,x,y
BRD-A28970875-300-04-9::2.5::HTS,BRD-A28970875-300-04-9,puromycin,2.5,HTS,CN_NPIPA1 (9284),CN,noncancer,protein synthesis inhibitor,"NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1",,,Preclinical,0.312073865584097,0.0771097501342,puromycin,OTHER,0.3729673329273601,3.9844286959104864,-1.2002721585893852
BRD-A30886737-001-02-9::2.5::HTS,BRD-A30886737-001-02-9,florfenicol,2.5,HTS,DEM2_TBL3 (10607),DEMETER2_COM,noncancer,protein synthesis inhibitor,,pulmonary,bovine respiratory disease (BRD),Launched,0.33042686841219604,0.0429728691066,florfenicol,OTHER,0.3318209446503185,1.7831089538191516,-2.7697292557034703
BRD-A31095847-001-02-3::2.5::HTS,BRD-A31095847-001-02-3,mozavaptan,2.5,HTS,Exp_TMEM255B (ENSG00000184497),GE,noncancer,vasopressin receptor antagonist,"AVPR1A, AVPR1B, AVPR2",endocrinology,hyponatremia,Launched,0.437146057017644,0.272205507131,mozavaptan,OTHER,0.4333184152117917,4.745712724788285,-3.928497318835463
BRD-A36318220-001-08-8::2.5::HTS,BRD-A36318220-001-08-8,necrostatin-1,2.5,HTS,Exp_PPEF1 (ENSG00000086717),GE,noncancer,RIPK inhibitor,RIPK1,,,Preclinical,0.275741899715299,0.18729075821,necrostatin-1,OTHER,0.2931778488530141,-1.5667912971760298,0.9338314970107922
BRD-A36456202-001-01-3::2.5::HTS,BRD-A36456202-001-01-3,colistin-b-sulfate,2.5,HTS,Exp_KIAA1033 (ENSG00000136051),GE,noncancer,bacterial permeability inducer,,infectious disease,gram-negative bacterial infections,Launched,0.232773388680494,0.107425856836,colistin-b-sulfate,OTHER,0.235077072261803,3.759020505572123,2.969991172381225
BRD-A39935389-001-05-9::2.5::HTS,BRD-A39935389-001-05-9,teroxirone,2.5,HTS,Exp_TCF3 (ENSG00000071564),GE,chemo,DNA inhibitor,,,,Phase 1,0.427347237303427,0.34809309168,teroxirone,OTHER,0.4239447960060244,3.2984245384970907,-3.547386607776501
BRD-A40940854-001-01-1::2.5::HTS,BRD-A40940854-001-01-1,ibuproxam,2.5,HTS,CRISPR_RAB6A (5870),AVANA_PUBLIC_18Q2,noncancer,cyclooxygenase inhibitor,ALOX5,"endocrinology, rheumatology, neurology/psychiatry","fever, joint inflammation, pain relief",Launched,0.268641969749881,0.153760293388,ibuproxam,OTHER,0.2845167858179711,-4.240728681158864,-1.308169545938452
BRD-A40940854-001-01-1::2.5::HTS,BRD-A40940854-001-01-1,ibuproxam,2.5,HTS,CRISPR_RAB6A (5870),AVANA_PUBLIC_18Q2,noncancer,prostaglandin inhibitor,ALOX5,"endocrinology, rheumatology, neurology/psychiatry","fever, joint inflammation, pain relief",Launched,0.268641969749881,0.153760293388,ibuproxam,OTHER,0.2845167858179711,-4.240728681158864,-1.308169545938452
BRD-A42699921-001-03-6::2.6::HTS,BRD-A42699921-001-03-6,teriflunomide,2.6,HTS,CN_CDH3 (1001),CN,noncancer,dihydroorotate dehydrogenase inhibitor,DHODH,neurology/psychiatry,multiple sclerosis,Launched,0.266132197835524,0.0973166570309,teriflunomide,OTHER,0.19408000079740528,3.94919330919986,-1.8085930604005367
BRD-A42746051-001-02-9::2.5::HTS,BRD-A42746051-001-02-9,melengestrol-acetate,2.5,HTS,DEM2_CLPB (81570),DEMETER2_COM,noncancer,progesterone receptor agonist,,,,Preclinical,0.24393560159670002,0.170729518114,melengestrol-acetate,OTHER,0.2641039383927454,-4.229356985495588,-2.677341821397996
BRD-A44500574-001-01-8::2.5::HTS,BRD-A44500574-001-01-8,FLI-06,2.5,HTS,Exp_CNKSR1 (ENSG00000142675),GE,targeted cancer,notch signaling inhibitor,,,,Preclinical,0.514217598009914,0.397976711727,FLI-06,OTHER,0.515268979202938,4.960814368292168,-1.5735214304016094
BRD-A45889380-300-07-1::2.5::HTS,BRD-A45889380-300-07-1,mepacrine,2.5,HTS,CRISPR_UCP1 (7350),AVANA_PUBLIC_18Q2,noncancer,cytokine production inhibitor,"PLA2G1B, PLA2G4A, PLA2G6, PLCL1",infectious disease,giardiasis,Launched,0.368938447738219,0.325602912477,mepacrine,OTHER,0.3545248048383378,-4.6472550626602445,-1.1846000449411584
BRD-A45889380-300-07-1::2.5::HTS,BRD-A45889380-300-07-1,mepacrine,2.5,HTS,CRISPR_UCP1 (7350),AVANA_PUBLIC_18Q2,noncancer,TP53 activator,"PLA2G1B, PLA2G4A, PLA2G6, PLCL1",infectious disease,giardiasis,Launched,0.368938447738219,0.325602912477,mepacrine,OTHER,0.3545248048383378,-4.6472550626602445,-1.1846000449411584
BRD-A46186775-369-02-0::2.5::HTS,BRD-A46186775-369-02-0,hydrocortisone-phosphate,2.5,HTS,Exp_FGF8 (ENSG00000107831),GE,targeted cancer,,"ANXA1, NOS2, NR3C1","pulmonary, gastroenterology, hematologic malignancy, ophthalmology","asthma, nausea, vomiting, multiple myeloma, contact dermatitis, enteritis, colitis",Launched,0.270316922770734,0.135273730552,hydrocortisone-phosphate,OTHER,0.2683180557059145,-3.788223676671652,-2.9367906989805554
BRD-A47953250-001-01-7::2.5::HTS,BRD-A47953250-001-01-7,ecamsule-triethanolamine,2.5,HTS,Exp_MYCN (ENSG00000134323),GE,noncancer,,,dermatology,"skin protectant, sunscreen lotion",Launched,0.304386592866114,0.242722064287,ecamsule-triethanolamine,OTHER,0.31376966058444605,4.847888718572559,-1.5597131367672477
BRD-A48237631-001-04-8::2.5::HTS,BRD-A48237631-001-04-8,mitomycin-c,2.5,HTS,PROT_XBP1_Caution,PROT,chemo,DNA alkylating agent,,oncology,"pancreatic cancer, gastric adenocarcinoma",Launched,0.398034889751289,0.253098043655,mitomycin-c,OTHER,0.3855028116154386,4.450207263728165,-0.9814233876031808
BRD-A48237631-001-04-8::2.5::HTS,BRD-A48237631-001-04-8,mitomycin-c,2.5,HTS,PROT_XBP1_Caution,PROT,chemo,DNA synthesis inhibitor,,oncology,"pancreatic cancer, gastric adenocarcinoma",Launched,0.398034889751289,0.253098043655,mitomycin-c,OTHER,0.3855028116154386,4.450207263728165,-0.9814233876031808
BRD-A49035384-003-28-9::2.39::HTS,BRD-A49035384-003-28-9,methacycline,2.39,HTS,MIRNA_hsa-miR-1266,MIRNA,noncancer,protein synthesis inhibitor,,pulmonary,bronchitis,Launched,0.368897447376822,0.0956589545942,methacycline,OTHER,0.3681165530854047,0.7052493202039496,-3.2335308304114263
BRD-A49358627-001-14-6::2.5::HTS,BRD-A49358627-001-14-6,ciprofibrate,2.5,HTS,DEM2_RECQL4 (9401),DEMETER2_COM,noncancer,PPAR receptor agonist,PPARA,endocrinology,hyperlipidemia,Launched,0.25343698690426303,0.0448221992919,ciprofibrate,OTHER,0.2605795308086503,-4.351295433660701,-2.84990018984212
BRD-A50311610-300-10-4::2.5::HTS,BRD-A50311610-300-10-4,meclizine,2.5,HTS,Exp_TNFRSF21 (ENSG00000146072),GE,noncancer,constitutive androstane receptor (CAR) agonist,"HRH1, NR1I3","gastroenterology, neurology/psychiatry","nausea, vomiting, motion sickness",Launched,0.251281899297547,0.123344739317,meclizine,OTHER,0.25378577155349913,5.762441574146704,-0.0553740451110154
BRD-A51571244-001-01-9::2.5::HTS,BRD-A51571244-001-01-9,hypoestoxide,2.5,HTS,Exp_TFAP4 (ENSG00000090447),GE,targeted cancer,IKK inhibitor,"IKBKB, IL1B, TNF",,,Phase 1,0.336114385656543,0.220481457194,hypoestoxide,OTHER,0.3336078829627073,0.4299899341117226,-4.018798263667413
BRD-A51964809-003-12-6::2.5::HTS,BRD-A51964809-003-12-6,halofantrine,2.5,HTS,MIRNA_kshv-miR-K12-8,MIRNA,noncancer,antimalarial agent,"KCNH2, KCNN4",infectious disease,malaria,Launched,0.331688581295445,0.0956183401133,halofantrine,OTHER,0.32072928441981563,4.457228245113086,-2.3243021721629287
BRD-A53151380-001-01-2::2.5::HTS,BRD-A53151380-001-01-2,prednisolone-tebutate,2.5,HTS,Exp_PLAC4 (ENSG00000225745),GE,noncancer,anti-inflammatory agent,,,,Launched,0.259792198942927,0.109089870812,prednisolone-tebutate,OTHER,0.2553093600452119,-4.17886907205028,-2.8823916192921013
BRD-A54927599-001-16-9::2.5::HTS,BRD-A54927599-001-16-9,KF-38789,2.5,HTS,Exp_BCL2L1 (ENSG00000171552),GE,noncancer,P selectin inhibitor,SELP,,,Preclinical,0.409613876894231,0.341430521739,KF-38789,OTHER,0.410646235898906,5.629864562105608,-3.048246387084584
BRD-A55312468-001-04-7::1.24::HTS,BRD-A55312468-001-04-7,k-strophanthidin,1.24,HTS,METHYL_LTBP4,METHYL,targeted cancer,ATPase inhibitor,ATP1A1,,,Phase 2,0.33991981339639193,0.336750266431,k-strophanthidin,OTHER,0.3508652461380069,5.638307541334004,-1.8691733852377888
BRD-A55416093-001-06-4::2.5::MTS004,BRD-A55416093-001-06-4,colforsin,2.5,MTS004,DEM2_ARL8A (127829),DEMETER2_COM,targeted cancer,adenylyl cyclase activator,"ADCY2, ADCY5",,,Phase 2,0.291713922456788,0.0980944377618,colforsin,OTHER,0.2908400544826458,2.8073679767442887,0.7899574698261496
BRD-A55424491-001-19-9::2.5::HTS,BRD-A55424491-001-19-9,methotrexate,2.5,HTS,PROT_ASNS,PROT,chemo,dihydrofolate reductase inhibitor,DHFR,"oncology, hematologic malignancy, dermatology, rheumatology","gestational choriocarcinoma, hydatidiform mole, acute lymphoblastic leukemia (ALL), psoriasis, rheumatoid arthritis",Launched,0.332646997346747,0.245486515292,methotrexate,OTHER,0.3352486217159817,4.135891606461302,-2.290373193022844
BRD-A55484088-050-02-5::2.5::HTS,BRD-A55484088-050-02-5,BNTX,2.5,HTS,PROT_Caveolin-1,PROT,noncancer,opioid receptor antagonist,"OPRD1, OPRK1, OPRM1",,,Preclinical,0.358296794656537,0.324684528841,BNTX,OTHER,0.35971424474068003,5.802200168905524,-1.6962769285860275
BRD-A58193911-003-18-7::2.5::HTS,BRD-A58193911-003-18-7,oxyphencyclimine,2.5,HTS,Exp_ABCB1 (ENSG00000085563),GE,noncancer,cholinergic receptor antagonist,"CHRM1, CHRM2, CHRM3",gastroenterology,peptic ulcer disease (PUD),Launched,0.305076954654226,0.454095750641,oxyphencyclimine,OTHER,0.3049603988486184,4.327038686397928,-1.7594429380107002
BRD-A65449987-001-10-4::2.5::HTS,BRD-A65449987-001-10-4,flunisolide,2.5,HTS,PROT_TIGAR,PROT,noncancer,cytochrome P450 inhibitor,NR3C1,allergy,allergic rhinitis,Launched,0.291438111720032,0.106927756216,flunisolide,OTHER,0.27591518255054204,-3.612857205544424,-3.0822506101470117
BRD-A67748489-001-10-0::2.5::HTS,BRD-A67748489-001-10-0,K-858,2.5,HTS,DEM2_KIF11 (3832),DEMETER2_COM,targeted cancer,kinesin-like spindle protein inhibitor,KIF11,,,Preclinical,0.401745716160064,0.268859429532,K-858,OTHER,0.4097157628920486,4.925565049588563,-1.2386987951646873
BRD-A68083442-001-01-6::2.5::HTS,BRD-A68083442-001-01-6,pranidipine,2.5,HTS,METHYL_LOC101927243,METHYL,noncancer,calcium channel blocker,CACNA1C,,,Phase 2,0.319091724770939,0.0824007761193,pranidipine,OTHER,0.3271221624129245,0.5988982910775148,-3.3060392020473683
BRD-A68493689-001-01-9::2.5::HTS,BRD-A68493689-001-01-9,simeprevir,2.5,HTS,CRISPR_NLRP1 (22861),AVANA_PUBLIC_18Q2,noncancer,HCV inhibitor,"CYP1A2, CYP3A4",infectious disease,hepatitis C,Launched,0.30056906539588396,0.0440896789824,simeprevir,OTHER,0.2989765243969429,-3.889186605802033,-3.137476762158247
BRD-A68631409-001-05-4::2.5::HTS,BRD-A68631409-001-05-4,evodiamine,2.5,HTS,Exp_BCL2L1 (ENSG00000171552),GE,targeted cancer,ATPase inhibitor,TRPV1,,,Preclinical,0.346363834765176,0.282365933521,evodiamine,OTHER,0.34790409579280585,6.110594529393829,-2.087674762312325
BRD-A68631409-001-05-4::2.5::HTS,BRD-A68631409-001-05-4,evodiamine,2.5,HTS,Exp_BCL2L1 (ENSG00000171552),GE,targeted cancer,TRPV agonist,TRPV1,,,Preclinical,0.346363834765176,0.282365933521,evodiamine,OTHER,0.34790409579280585,6.110594529393829,-2.087674762312325
BRD-A69815203-001-07-6::2.5::HTS,BRD-A69815203-001-07-6,cyclosporin-a,2.5,HTS,Exp_RBM3 (ENSG00000102317),GE,noncancer,calcineurin inhibitor,PPP3CA,"rheumatology, dermatology","rheumatoid arthritis, psoriasis",Launched,0.328096024828078,0.139762653074,cyclosporin-a,OTHER,0.3443899978032907,1.1247724449702727,-3.0763924131734983
BRD-A72703248-003-04-9::2.5::HTS,BRD-A72703248-003-04-9,SKF-96365,2.5,HTS,Exp_TMEM255B (ENSG00000184497),GE,noncancer,calcium channel blocker,"CYP3A4, PKD2, TRPC1, TRPC3, TRPC4, TRPC5, TRPV2",,,Preclinical,0.368573255445981,0.279412183556,SKF-96365,OTHER,0.3672886590707028,4.957797857830569,-3.9615573520595335
BRD-A72711497-236-03-8::2.5::HTS,BRD-A72711497-236-03-8,lasalocid,2.5,HTS,Exp_TNFAIP6 (ENSG00000123610),GE,noncancer,bacterial permeability inducer,,infectious disease,coccidiosis,Launched,0.41789313366849495,0.298464772179,lasalocid,OTHER,0.4187306591097998,4.989558837890383,-1.0261818499298756
BRD-A73871920-236-03-6::2.5::HTS,BRD-A73871920-236-03-6,nanchangmycin,2.5,HTS,METABOL_carnitine,METABOL,noncancer,other antibiotic,,,,Preclinical,0.390094488678488,0.168478454238,nanchangmycin,OTHER,0.37073360966936775,4.432035002060621,-0.5696516752481728
BRD-A74914197-001-02-9::2.5::HTS,BRD-A74914197-001-02-9,pralatrexate,2.5,HTS,Exp_HMGN5 (ENSG00000198157),GE,targeted cancer,dihydrofolate reductase inhibitor,"DHFR, TYMS",hematologic malignancy,peripheral T-cell lymphoma (PTCL),Launched,0.37836061531506604,0.226859621975,pralatrexate,OTHER,0.37803310523795147,3.970053987944538,-2.8796677506861466
BRD-A75975749-001-01-4::2.5::MTS004,BRD-A75975749-001-01-4,bafetinib,2.5,MTS004,CRISPR_BRAF (673),AVANA_PUBLIC_18Q2,targeted cancer,Bcr-Abl kinase inhibitor,"ABL1, BCR, LYN",,,Phase 2,0.40215959882747204,0.475446185411,bafetinib,OTHER,0.3942299940242819,0.6674558015465467,4.217434375942652
BRD-A75975749-001-01-4::2.5::MTS004,BRD-A75975749-001-01-4,bafetinib,2.5,MTS004,CRISPR_BRAF (673),AVANA_PUBLIC_18Q2,targeted cancer,LYN tyrosine kinase inhibitor,"ABL1, BCR, LYN",,,Phase 2,0.40215959882747204,0.475446185411,bafetinib,OTHER,0.3942299940242819,0.6674558015465467,4.217434375942652
BRD-A78965079-036-01-8::2.640168331::MTS004,BRD-A78965079-036-01-8,tafenoquine,2.640168331,MTS004,METABOL_5-adenosylhomocysteine,METABOL,noncancer,antimalarial agent,,,,Phase 3,0.35247034426292606,0.10138836915,tafenoquine,OTHER,0.3526339131869369,1.470433896136603,-0.6652607651783929
BRD-A81370665-001-03-6::2.5::HTS,BRD-A81370665-001-03-6,BI-D1870,2.5,HTS,Exp_UGT1A10 (ENSG00000242515),GE,noncancer,ribosomal protein inhibitor,"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6",,,Preclinical,0.426651387072711,0.362541715801,BI-D1870,OTHER,0.4226988117712222,1.2651545501205264,-4.2663816374107215
BRD-A81541225-001-06-8::2.5::HTS,BRD-A81541225-001-06-8,oligomycin-a,2.5,HTS,Exp_C1QBP (ENSG00000108561),GE,noncancer,ATP synthase inhibitor,ATP5A1,,,Preclinical,0.33148976073063,0.290505275539,oligomycin-a,OTHER,0.3401273617088688,2.172754019186544,-2.5959425469420045
BRD-A81541225-001-06-8::2.5::HTS,BRD-A81541225-001-06-8,oligomycin-a,2.5,HTS,Exp_C1QBP (ENSG00000108561),GE,noncancer,ATPase inhibitor,ATP5A1,,,Preclinical,0.33148976073063,0.290505275539,oligomycin-a,OTHER,0.3401273617088688,2.172754019186544,-2.5959425469420045
BRD-A86619021-001-04-8::2.5::HTS,BRD-A86619021-001-04-8,andrographolide,2.5,HTS,PROT_alpha-Catenin,PROT,targeted cancer,tumor necrosis factor production inhibitor,NFKB1,,,Phase 2,0.33782508649216697,0.123245964655,andrographolide,OTHER,0.3378700553829307,0.4485964283873531,-3.893512169208916
BRD-A92439610-001-05-7::2.5::HTS,BRD-A92439610-001-05-7,triamcinolone-acetonide,2.5,HTS,Exp_ZNF738 (ENSG00000172687),GE,noncancer,immunosuppressant,NR3C1,dermatology,corticosteroid-responsive dermatoses,Launched,0.26241012502140804,0.116154610103,triamcinolone-acetonide,OTHER,0.2598257683931729,-2.731376049909671,-3.257181662183739
BRD-A93093700-001-02-9::2.5::HTS,BRD-A93093700-001-02-9,temazepam,2.5,HTS,PROT_MDMX_MDM4(BetIHC-00108)_Caution,PROT,noncancer,benzodiazepine receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",,,Withdrawn,0.3600011123810671,0.114489693342,temazepam,OTHER,0.3585079249221297,4.224905136481254,-1.2836122566239485
BRD-K00259736-001-16-4::2.5::HTS,BRD-K00259736-001-16-4,colchicine,2.5,HTS,Exp_MAP3K4 (ENSG00000085511),GE,noncancer,microtubule inhibitor,"GLRA1, GLRA2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","rheumatology, endocrinology","gout, fever",Launched,0.42158284991051703,0.343206751193,colchicine,OTHER,0.4219535502522243,5.802952878740113,-2.4442728828490976
